startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,gender,race,party,age,q_children,q_edu,q_inc,q_zip,q_health,q_health_yn_1,q_health_yn_2,q_health_yn_3,q_health_yn_4,q_health_yn_5,q_health_yn_6,q_trust_general_1,q_trust_general_2,q_trust_general_3,q_trust_general_4,q_trust_general_5,q_trust_general_6,q_trust_general_7,q_trust_general_8,q_trust_general_9,q_trust_general_10,q_trust_general_11,q_trust_general_12,q_consume_general_1,q_consume_general_2,q_consume_general_3,q_consume_general_4,q_consume_general_5,q_consume_general_6,q_consume_general_7,q_consume_general_8,q_consume_general_9,q_consume_general_10,q_consume_general_11,q_consume_general_12,q_trust_covid_1,q_trust_covid_2,q_trust_covid_3,q_trust_covid_4,q_trust_covid_5,q_trust_covid_6,q_trust_covid_7,q_trust_covid_8,q_trust_covid_9,q_trust_covid_10,q_trust_covid_11,q_trust_covid_12,q_consume_covid_1,q_consume_covid_2,q_consume_covid_3,q_consume_covid_4,q_consume_covid_5,q_consume_covid_6,q_consume_covid_7,q_consume_covid_8,q_consume_covid_9,q_consume_covid_10,q_consume_covid_11,q_consume_covid_12,q108_do,social_dist_now,social_dist_twoweeks,normalprob0,normalprob,distancingprob,wtpdistancing,q_origin,q_trumptest,q_economy,q_cases_inc,q_trump_inc,q_cases_uninc,q_trump_uninc,q_greater,q_less,aid,incentivized,factualquestions_do,quantitativepredictionsincentivi,quantitativepredictionsunincenti
2020-04-04 16:02:30,2020-04-04 16:11:13,IP Address,47.211.76.214,100,522,True,2020-04-04 16:11:13,R_245z0lkNfF5p6XR,,,,,31.223206,-92.320297,anonymous,EN,Female,Black or African American (Not Hispanic or Latinx),Democrat (Weakly Democratic),57,0,Some college but no degree,"$20,000 to $29,999",71360,Good,No,No,No,No,No,No,Not very much,Not familiar with this outlet,Not familiar with this outlet,Not very much,Not familiar with this outlet,Not very much,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Rarely,Not familiar with this outlet,Not familiar with this outlet,Rarely,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not very much,Not familiar with this outlet,Not familiar with this outlet,Not very much,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,"Twitter|Breitbart|MSNBC|Fox News|The New York Times|The Wall Street Journal|Wikipedia|The World Health Organization (WHO)|Network news (ABC, CBS, NBC)|CNN|The Centers for Disease Control (CDC)|Facebook",80,20,50,,50,50,It came about naturally,"Yes, and he tested negative",4,,,50,50,Equally likely to be both,Equally likely to be both,5e88e747-5645-618d-27f2-7a4a5abe7e7e,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 15:58:37,2020-04-04 16:11:18,IP Address,70.180.16.42,100,761,True,2020-04-04 16:11:18,R_XjGIkEtlD4OZQ2J,,,,,32.184998,-110.8171,anonymous,EN,Male,White (Not Hispanic or Latinx),Republican (Weakly Republican),31,1,Bachelor's degree,"$60,000 to $74,999",85306,Very good,No,No,No,Yes,Yes,Yes,A fair amount,A fair amount,A great deal,A fair amount,A great deal,A fair amount,Not very much,Not very much,Not very much,A fair amount,A fair amount,A fair amount,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Not very much,Not very much,Not very much,A fair amount,A fair amount,Not familiar with this outlet,None at all,A fair amount,None at all,A fair amount,Not very much,Not very much,Sometimes,Rarely,Sometimes,Sometimes,Often,Rarely,Sometimes,Rarely,Never,Sometimes,Sometimes,Sometimes,"The New York Times|CNN|The World Health Organization (WHO)|Breitbart|Facebook|Network news (ABC, CBS, NBC)|The Wall Street Journal|Twitter|MSNBC|Fox News|The Centers for Disease Control (CDC)|Wikipedia",45,35,25,,45,125,It was developed intentionally in a lab,"Yes, and he tested negative",5,,,45,12,True News,Fake News,5e88e6ac-0acc-332b-7632-f6636cbd49f6,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 16:03:29,2020-04-04 16:11:18,IP Address,69.207.221.90,100,469,True,2020-04-04 16:11:19,R_3eqT31Sr1OrZbAA,,,,,42.4617,-75.053398,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Weakly Democratic),70,0,Bachelor's degree,"$20,000 to $29,999",13335,Good,No,No,No,No,Yes,No,A great deal,None at all,A fair amount,Not very much,None at all,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,Often,Never,Often,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Often,Often,A great deal,None at all,A fair amount,Not very much,None at all,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,A great deal,A great deal,Often,Never,Often,Rarely,Never,Often,Sometimes,Sometimes,Rarely,Sometimes,Often,Often,"Twitter|The World Health Organization (WHO)|The Wall Street Journal|The New York Times|CNN|Facebook|Wikipedia|The Centers for Disease Control (CDC)|Breitbart|MSNBC|Fox News|Network news (ABC, CBS, NBC)",95,75,85,,0,1000,It came about naturally,"Yes, and he tested negative",7,225987,45,,,,,5e88e7b3-97e0-670c-0695-a9e2b1d23664,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 16:01:56,2020-04-04 16:11:19,IP Address,45.36.174.255,100,563,True,2020-04-04 16:11:20,R_2y1ujk0SAnpqY64,,,,,36.001999,-80.000397,anonymous,EN,Male,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),60,0,Some college but no degree,"$10,000 to $19,999",27262,Good,No,No,No,No,Yes,Yes,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,A great deal,Often,Rarely,Often,Sometimes,Often,Sometimes,Rarely,Rarely,Sometimes,Rarely,Often,Often,"Facebook|CNN|Network news (ABC, CBS, NBC)|Fox News|MSNBC|The Centers for Disease Control (CDC)|Breitbart|The Wall Street Journal|Wikipedia|The New York Times|The World Health Organization (WHO)|Twitter",60,40,30,,20,50000,It was developed intentionally in a lab,"Yes, and he tested negative",6,100000,85,,,,,5e88e727-2367-0f44-ab1d-ae03105dd104,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 16:00:31,2020-04-04 16:11:35,IP Address,107.77.232.183,100,663,True,2020-04-04 16:11:36,R_1Hup2JNxRywRU77,,,,,37.751007,-97.821999,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),49,0,Some college but no degree,"$40,000 to $49,999",42029,Good,No,No,No,No,No,Yes,None at all,Not familiar with this outlet,None at all,A great deal,A great deal,None at all,None at all,None at all,A great deal,A fair amount,A great deal,None at all,Never,Not familiar with this outlet,Never,Rarely,Often,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,None at all,Not familiar with this outlet,None at all,Not very much,A great deal,None at all,None at all,None at all,A fair amount,A fair amount,A fair amount,Not very much,Never,Not familiar with this outlet,Never,Rarely,Often,Never,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,"Network news (ABC, CBS, NBC)|MSNBC|Breitbart|Facebook|The Wall Street Journal|The Centers for Disease Control (CDC)|Fox News|CNN|The World Health Organization (WHO)|The New York Times|Twitter|Wikipedia",90,90,100,,80,0,It was developed intentionally in a lab,"Yes, and he tested negative",1,350000,80,,,,,5e88e6e4-e425-491d-c2f8-690018363a3b,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 16:02:03,2020-04-04 16:11:43,IP Address,141.239.211.11,100,580,True,2020-04-04 16:11:44,R_vxFgbVdLqrdGxUZ,,,,,21.298401,-157.6962,anonymous,EN,Male,Asian or Pacific Islander,Independent (Do not lean towards either party),59,0,Bachelor's degree,"$40,000 to $49,999",96825,Good,No,No,No,No,No,No,A fair amount,Not familiar with this outlet,A fair amount,None at all,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,Sometimes,Not familiar with this outlet,Often,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,A fair amount,Not familiar with this outlet,A fair amount,None at all,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,Not very much,A great deal,A great deal,Sometimes,Not familiar with this outlet,Sometimes,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Rarely,"Wikipedia|Facebook|Fox News|Network news (ABC, CBS, NBC)|Breitbart|The New York Times|The World Health Organization (WHO)|The Wall Street Journal|The Centers for Disease Control (CDC)|CNN|MSNBC|Twitter",75,40,60,,20,150,It was developed intentionally in a lab,"Yes, and he tested negative",4,,,10000,30,True News,Fake News,5e88e788-1cf4-b9c1-eb81-b26ba596c865,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 16:07:41,2020-04-04 16:11:44,IP Address,67.191.110.51,100,243,True,2020-04-04 16:11:44,R_5732eVrpJvTTfDH,,,,,30.352402,-81.5867,anonymous,EN,Male,White (Not Hispanic or Latinx),Republican (Weakly Republican),42,1,High school diploma or equivalent (for example: GED),"$10,000 to $19,999",32211,Very good,No,No,No,No,Yes,Yes,A great deal,A great deal,Not very much,Not very much,A great deal,A fair amount,A great deal,A fair amount,Not very much,A great deal,A great deal,A great deal,Often,Rarely,Sometimes,Rarely,Often,Sometimes,Often,Rarely,Sometimes,Sometimes,Often,Often,A great deal,A fair amount,A fair amount,Not very much,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Often,Rarely,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,"Facebook|The New York Times|MSNBC|Fox News|Breitbart|Twitter|Network news (ABC, CBS, NBC)|The Wall Street Journal|The Centers for Disease Control (CDC)|Wikipedia|The World Health Organization (WHO)|CNN",70,60,30,,20,500,It came about naturally,"Yes, and he tested negative",7,100000,70,,,,,5e88e8cf-ef42-40bf-ed7f-bb6d97ea5d93,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 16:04:59,2020-04-04 16:11:49,IP Address,107.77.202.107,100,409,True,2020-04-04 16:11:49,R_0rk0NepXVbRkrAZ,,,,,38.884201,-76.994102,anonymous,EN,Male,White (Not Hispanic or Latinx),Republican (Strongly Republican),24,0,Some college but no degree,"$50,000 to $59,999",22193,Excellent,No,No,No,Yes,Yes,Yes,A fair amount,None at all,Not very much,Not very much,A great deal,None at all,None at all,A fair amount,A great deal,None at all,A great deal,A great deal,Never,Often,Sometimes,Often,Sometimes,Often,Rarely,Often,Sometimes,Often,Rarely,Sometimes,Not very much,Not very much,Not very much,Not very much,A great deal,A great deal,Not very much,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,Rarely,Sometimes,Often,Sometimes,Rarely,Often,Sometimes,Rarely,Often,Sometimes,Often,Often,"CNN|Facebook|The New York Times|The Wall Street Journal|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|MSNBC|Twitter|Wikipedia|Breitbart|Fox News|The World Health Organization (WHO)",60,50,70,,50,2000,It was made accidentally in a lab,"Yes, and he tested negative",6,,,50000,40,True News,True News,5e88e805-dbda-2847-ffdd-1b7be2bf619a,0,Q115|Q114,,Q85|Q112|Q113
2020-04-04 16:03:48,2020-04-04 16:11:57,IP Address,72.160.157.199,100,489,True,2020-04-04 16:11:58,R_20uZmL5nkcRv3W1,,,,,41.429596,-82.204697,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Weakly Democratic),44,0,Associate's degree,"$75,000 to $99,999",44052,Good,No,No,No,Yes,No,No,A fair amount,Not familiar with this outlet,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,None at all,Not very much,A great deal,A fair amount,Rarely,Not familiar with this outlet,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,None at all,Not very much,A great deal,A fair amount,Sometimes,Not familiar with this outlet,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,"The Centers for Disease Control (CDC)|The New York Times|Facebook|Breitbart|Network news (ABC, CBS, NBC)|CNN|Wikipedia|The World Health Organization (WHO)|Twitter|MSNBC|Fox News|The Wall Street Journal",70,40,90,,0,200,It came about naturally,"Yes, and he tested negative",2,100000,30,,,,,5e88e7b3-e77a-69a9-ab29-e5f62a313624,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 16:05:41,2020-04-04 16:12:07,IP Address,66.223.170.4,100,385,True,2020-04-04 16:12:07,R_3maAVjnphDnjN0T,,,,,61.211502,-149.8736,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Lean toward the Democratic Party),65,0,"Graduate degree (for example: MA, MBA, JD, PhD)","$100,000 to $124,999",99501,Very good,No,No,No,Yes,Yes,No,A fair amount,None at all,A great deal,None at all,None at all,A fair amount,Not very much,A fair amount,Not very much,None at all,A great deal,A fair amount,Often,Never,Often,Never,Never,Often,Rarely,Often,Never,Never,Often,Often,A great deal,None at all,A great deal,None at all,None at all,A fair amount,A fair amount,A fair amount,Not very much,Not very much,A great deal,A great deal,Often,Never,Often,Never,Never,Often,Rarely,Sometimes,Never,Never,Often,Sometimes,"Facebook|The World Health Organization (WHO)|The Wall Street Journal|The New York Times|CNN|MSNBC|Fox News|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|Wikipedia|Twitter|Breitbart",100,100,50,,100,100000,It came about naturally,"Yes, and he tested negative",7,5,5,,,,,5e88e837-3c79-0732-523f-b5da5b8c3c17,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 16:09:09,2020-04-04 16:12:21,IP Address,73.75.52.196,100,191,True,2020-04-04 16:12:21,R_WAMKXGpJSOaaPLP,,,,,42.1689,-87.854599,anonymous,EN,Male,White (Not Hispanic or Latinx),Republican (Strongly Republican),34,2,Bachelor's degree,"$100,000 to $124,999",60069,Excellent,Yes,Yes,Yes,Yes,Yes,Yes,Not very much,A great deal,None at all,None at all,A great deal,None at all,None at all,A great deal,None at all,A fair amount,None at all,None at all,Rarely,Often,Rarely,Rarely,Often,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Rarely,None at all,A great deal,Not very much,None at all,A great deal,None at all,None at all,None at all,None at all,None at all,Not very much,Not very much,Rarely,Rarely,Sometimes,Sometimes,Often,Rarely,Rarely,Often,Often,Rarely,Rarely,Sometimes,"Twitter|The Wall Street Journal|Facebook|CNN|The World Health Organization (WHO)|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|Breitbart|The New York Times|Wikipedia|MSNBC|Fox News",10,10,10,,10,20,It was developed intentionally in a lab,"Yes, and he tested negative",7,,,100000,60,Equally likely to be both,True News,5e88e8f0-7da8-42f0-bc26-577358a4805d,0,Q115|Q114,,Q85|Q112|Q113
2020-04-04 16:00:10,2020-04-04 16:12:30,IP Address,96.230.182.225,100,739,True,2020-04-04 16:12:30,R_2ykMrRNQ3TznYFP,,,,,41.985306,-71.518402,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),48,0,Some college but no degree,"$30,000 to $39,999",02895,Very good,No,No,No,No,Yes,Yes,A fair amount,A great deal,Not familiar with this outlet,Not familiar with this outlet,A great deal,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,A great deal,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Often,Not familiar with this outlet,Not familiar with this outlet,Often,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Often,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,A fair amount,A great deal,Not familiar with this outlet,Not familiar with this outlet,A great deal,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,A great deal,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Sometimes,Often,Not familiar with this outlet,Not familiar with this outlet,Often,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Often,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,"The Wall Street Journal|Wikipedia|Twitter|Network news (ABC, CBS, NBC)|Facebook|MSNBC|Fox News|The Centers for Disease Control (CDC)|The New York Times|The World Health Organization (WHO)|Breitbart|CNN",0,0,,0,0,1000000,It was developed intentionally in a lab,"Yes, and he tested negative",1,177300,51,,,,,5e88e6b1-460f-31a7-2d34-b31629bcef80,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 15:59:32,2020-04-04 16:12:31,IP Address,99.203.4.30,100,778,True,2020-04-04 16:12:31,R_3eoMBKIIBGXwdDr,,,,,33.748505,-84.3871,anonymous,EN,Female,Hispanic or Latinx,Democrat (Strongly Democratic),27,2,Associate's degree,"$30,000 to $39,999",30542,Very good,No,No,No,No,Yes,Yes,A great deal,Not very much,A great deal,Not very much,A great deal,A fair amount,A great deal,Not very much,Not very much,A great deal,A great deal,A great deal,Often,Rarely,Often,Often,Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,A great deal,Not very much,A great deal,A fair amount,A great deal,A great deal,A great deal,A fair amount,Not very much,A great deal,A great deal,A great deal,Often,Sometimes,Often,Often,Often,Often,Often,Often,Rarely,Often,Often,Often,"MSNBC|Facebook|The Centers for Disease Control (CDC)|CNN|Network news (ABC, CBS, NBC)|Wikipedia|Breitbart|Twitter|The World Health Organization (WHO)|The New York Times|Fox News|The Wall Street Journal",60,30,40,,10,10000,It came about naturally,"Yes, and he tested negative",7,255000,75,,,,,5e88e688-c609-f660-5232-6433d3e9d917,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 16:01:24,2020-04-04 16:12:33,IP Address,68.198.84.85,100,668,True,2020-04-04 16:12:33,R_3HH0dSgQsS6855O,,,,,40.673706,-73.5336,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Weakly Republican),65,0,High school diploma or equivalent (for example: GED),"$10,000 to $19,999",11560,Good,No,No,No,No,Yes,No,A great deal,Not familiar with this outlet,A fair amount,None at all,A fair amount,A fair amount,A fair amount,None at all,None at all,None at all,A great deal,A fair amount,Often,Not familiar with this outlet,Rarely,Not familiar with this outlet,Rarely,Rarely,Sometimes,Not familiar with this outlet,Never,Sometimes,Never,Never,A great deal,Not familiar with this outlet,A fair amount,None at all,A fair amount,A fair amount,A great deal,A fair amount,None at all,A fair amount,A great deal,A great deal,Often,Not familiar with this outlet,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Often,Sometimes,"The New York Times|The World Health Organization (WHO)|Twitter|Network news (ABC, CBS, NBC)|Wikipedia|The Wall Street Journal|Fox News|The Centers for Disease Control (CDC)|Breitbart|MSNBC|CNN|Facebook",100,100,40,,0,500,It came about naturally,"Yes, and he tested negative",7,,,360000,60,Equally likely to be both,Equally likely to be both,5e88e725-e053-86c4-9e54-a2103f4e17a8,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 16:05:06,2020-04-04 16:12:33,IP Address,73.218.152.98,100,446,True,2020-04-04 16:12:33,R_bO5eIIyRPwpC7nz,,,,,41.292892,-72.526001,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),73,0,"Graduate degree (for example: MA, MBA, JD, PhD)","$150,000 or more",06498,Very good,No,No,No,No,Yes,Yes,A great deal,None at all,A great deal,Not very much,None at all,A great deal,A great deal,A fair amount,None at all,None at all,A great deal,A fair amount,Often,Never,Often,Rarely,Never,Often,Often,Rarely,Never,Rarely,Never,Never,A great deal,None at all,A great deal,None at all,None at all,A great deal,A great deal,A fair amount,None at all,None at all,A fair amount,A great deal,Often,Never,Often,Never,Rarely,Often,Often,Sometimes,Never,Never,Sometimes,Sometimes,"Fox News|MSNBC|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|Facebook|CNN|The Wall Street Journal|The New York Times|Wikipedia|The World Health Organization (WHO)|Twitter|Breitbart",100,100,20,,20,2000,It came about naturally,"Yes, and he tested negative",7,300000,50,,,,,5e88e823-f61a-885a-e2da-050d084427aa,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 16:06:08,2020-04-04 16:12:35,IP Address,104.245.135.128,100,386,True,2020-04-04 16:12:35,R_ULr8n2abZcawEZH,,,,,46.616501,-120.7094,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Lean toward the Republican Party),59,1,Some college but no degree,"$1 to $9,999",98908,Good,No,Yes,No,Yes,Yes,No,None at all,A fair amount,None at all,None at all,A fair amount,None at all,None at all,None at all,None at all,Not very much,None at all,None at all,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,None at all,A great deal,None at all,Not very much,A great deal,None at all,None at all,None at all,None at all,Not very much,Not very much,None at all,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,"Wikipedia|Twitter|The Wall Street Journal|Facebook|Breitbart|Network news (ABC, CBS, NBC)|The Centers for Disease Control (CDC)|CNN|The World Health Organization (WHO)|MSNBC|Fox News|The New York Times",90,90,50,,50,1000000,It was made accidentally in a lab,"Yes, and he tested negative",4,100000,55,,,,,5e88e83e-08a1-dbb4-c54a-089c85c1fe13,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 16:06:57,2020-04-04 16:12:38,IP Address,68.78.109.134,100,340,True,2020-04-04 16:12:38,R_23fPJ3qbY4QdmJO,,,,,29.820297,-95.425598,anonymous,EN,Male,White (Not Hispanic or Latinx),Republican (Strongly Republican),28,0,"Graduate degree (for example: MA, MBA, JD, PhD)","$50,000 to $59,999",77025,Excellent,No,No,No,No,No,No,A fair amount,Not very much,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,Sometimes,Not familiar with this outlet,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Not familiar with this outlet,Never,Sometimes,Sometimes,A fair amount,Not familiar with this outlet,Not very much,None at all,A fair amount,A fair amount,A fair amount,A fair amount,None at all,None at all,A fair amount,A fair amount,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Sometimes,Sometimes,"The New York Times|The Centers for Disease Control (CDC)|The World Health Organization (WHO)|Facebook|Fox News|MSNBC|The Wall Street Journal|Network news (ABC, CBS, NBC)|Twitter|Breitbart|CNN|Wikipedia",50,25,25,,25,2000,It came about naturally,"No, he has not taken a test",2,73000,35,,,,,5e88e84d-bcdc-fd11-d5ce-21959593779a,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 16:06:12,2020-04-04 16:12:39,IP Address,174.61.16.206,100,386,True,2020-04-04 16:12:39,R_2flzQ2R3ACCg3ty,,,,,26.716507,-80.067902,anonymous,EN,Female,Black or African American (Not Hispanic or Latinx),Independent (Do not lean towards either party),21,0,Associate's degree,I did not earn income in 2019,33411,Very good,No,No,No,No,No,No,A fair amount,None at all,A great deal,None at all,A fair amount,None at all,A fair amount,None at all,None at all,None at all,A great deal,A great deal,Sometimes,Never,Often,Sometimes,Often,Rarely,Never,Never,Never,Never,Often,Often,A fair amount,Not very much,A great deal,Not very much,A fair amount,Not very much,Not very much,Not very much,Not very much,Not very much,A great deal,A great deal,Rarely,Never,Sometimes,Sometimes,Often,Never,Never,Never,Never,Never,Often,Often,"Twitter|MSNBC|Breitbart|Facebook|CNN|Wikipedia|The Centers for Disease Control (CDC)|The New York Times|Network news (ABC, CBS, NBC)|The World Health Organization (WHO)|The Wall Street Journal|Fox News",70,50,20,,15,1500,It was developed intentionally in a lab,"No, he has not taken a test",7,350000,40,,,,,5e88e854-f60c-e6c4-07c9-68103b34d513,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 16:04:18,2020-04-04 16:12:40,IP Address,71.32.156.46,100,501,True,2020-04-04 16:12:40,R_z0YBAvBDj6Feb2F,,,,,41.309799,-86.117401,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Do not lean towards either party),49,0,Some college but no degree,"$50,000 to $59,999",47001,Good,No,No,No,No,Yes,Yes,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,Not familiar with this outlet,Not familiar with this outlet,A great deal,Not familiar with this outlet,A fair amount,A great deal,A great deal,Sometimes,Not familiar with this outlet,Sometimes,Sometimes,Sometimes,Not familiar with this outlet,Not familiar with this outlet,Sometimes,Never,Sometimes,Rarely,Rarely,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,Not familiar with this outlet,A fair amount,A great deal,A fair amount,Sometimes,Not familiar with this outlet,Sometimes,Sometimes,Often,Never,Sometimes,Sometimes,Not familiar with this outlet,Sometimes,Often,Often,"MSNBC|CNN|The Centers for Disease Control (CDC)|The New York Times|The World Health Organization (WHO)|Twitter|Fox News|Wikipedia|Facebook|Breitbart|Network news (ABC, CBS, NBC)|The Wall Street Journal",80,50,100,,10,2000,It came about naturally,"Yes, and he tested negative",7,,,100000,50,True News,Equally likely to be both,5e88e7ba-2f49-eb22-19ec-41afd6b9e658,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 16:02:55,2020-04-04 16:12:40,IP Address,99.56.74.149,100,585,True,2020-04-04 16:12:41,R_AbNm8pk1skuTRHb,,,,,30.6483,-88.229698,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),67,0,Some college but no degree,"$60,000 to $74,999",36695,Good,No,No,No,No,No,No,Not very much,Not very much,None at all,A fair amount,A great deal,None at all,None at all,None at all,Not very much,A fair amount,A great deal,Not very much,Rarely,Rarely,Never,Rarely,Often,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Not very much,Not very much,None at all,Not very much,A great deal,None at all,None at all,None at all,Not very much,Not very much,A great deal,Not very much,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Often,Rarely,"Fox News|Twitter|The Wall Street Journal|Network news (ABC, CBS, NBC)|Facebook|The Centers for Disease Control (CDC)|Breitbart|The New York Times|Wikipedia|CNN|MSNBC|The World Health Organization (WHO)",90,50,50,,20,2000,It came about naturally,"Yes, and he tested negative",5,,,15000,60,True News,Fake News,5e88e774-569a-c9d8-5776-727b3b91bfca,0,Q114|Q115,,Q85|Q113|Q112
